OID_,CID,POINT_X,POINT_Y,weight
745,7,13377070.349599998444319,4292537.395499996840954,745.000000000000000
746,7,13377209.850800000131130,4292455.912000000476837,746.000000000000000
747,7,13377275.639600001275539,4292501.718699999153614,747.000000000000000
748,7,13377229.060899998992682,4292422.980200000107288,748.000000000000000
749,7,13377155.461599998176098,4292654.171099998056889,749.000000000000000
750,7,13377098.673599999397993,4292457.257899999618530,750.000000000000000
751,7,13377028.412099998444319,4292603.686899997293949,751.000000000000000
752,7,13377280.041600000113249,4292341.964800000190735,752.000000000000000
753,7,13377152.855900000780821,4292574.162399999797344,753.000000000000000
754,7,13377247.218499999493361,4292457.048299998044968,754.000000000000000
755,7,13377169.205899998545647,4292386.968400001525879,755.000000000000000
756,7,13377130.317800000309944,4292490.951899997889996,756.000000000000000
757,7,13377127.857200000435114,4292458.104599997401237,757.000000000000000
758,7,13377194.841400001198053,4292365.799699999392033,758.000000000000000
759,7,13377086.874699998646975,4292580.220799997448921,759.000000000000000
760,7,13377162.419199999421835,4292445.956200003623962,760.000000000000000
761,7,13377077.675400000065565,4292698.961000002920628,761.000000000000000
762,7,13377341.929400000721216,4292385.494999997317791,762.000000000000000
763,7,13377242.894900001585484,4292436.265799999237061,763.000000000000000
764,7,13377159.491500001400709,4292504.651799999177456,764.000000000000000
765,7,13377315.624099999666214,4292409.609600000083447,765.000000000000000
766,7,13377293.436000000685453,4292368.123499996960163,766.000000000000000
767,7,13377183.683699999004602,4292349.120700001716614,767.000000000000000
768,7,13377295.931099999696016,4292328.950000002980232,768.000000000000000
769,7,13377355.007300000637770,4292401.043399997055531,769.000000000000000
770,7,13377135.512899998575449,4292527.706000000238419,770.000000000000000
771,7,13377205.159499999135733,4292409.862899996340275,771.000000000000000
772,7,13377231.280299998819828,4292290.973099999129772,772.000000000000000
773,7,13377187.015799999237061,4292538.091499999165535,773.000000000000000
774,7,13377068.529500000178814,4292673.012800000607967,774.000000000000000
775,7,13377218.962099999189377,4292425.123400002717972,775.000000000000000
776,7,13377078.181800000369549,4292612.189800001680851,776.000000000000000
777,7,13377039.265599999576807,4292650.240900002419949,777.000000000000000
778,7,13377140.480399999767542,4292588.049099996685982,778.000000000000000
779,7,13377203.211300000548363,4292393.221699997782707,779.000000000000000
780,7,13377046.184000000357628,4292633.792700000107288,780.000000000000000
781,7,13377238.925200000405312,4292323.056999996304512,781.000000000000000
782,7,13376997.583500001579523,4292636.624300003051758,782.000000000000000
783,7,13377138.493599999696016,4292552.447800002992153,783.000000000000000
784,7,13377215.091699998825788,4292348.727799996733665,784.000000000000000
785,7,13377308.472500000149012,4292459.692500002682209,785.000000000000000
786,7,13377145.008699998259544,4292645.019199997186661,786.000000000000000
787,7,13377228.390500001609325,4292362.553000003099442,787.000000000000000
788,7,13377303.602699998766184,4292415.949299998581409,788.000000000000000
789,7,13377335.204999998211861,4292405.505400002002716,789.000000000000000
790,7,13377313.330299999564886,4292397.086599998176098,790.000000000000000
791,7,13377106.556800000369549,4292445.401199996471405,791.000000000000000
792,7,13377283.475900001823902,4292442.516000002622604,792.000000000000000
793,7,13377170.145799998193979,4292532.184399999678135,793.000000000000000
794,7,13377213.571800000965595,4292390.889300003647804,794.000000000000000
795,7,13377051.573499999940395,4292612.895400002598763,795.000000000000000
796,7,13377229.820700000971556,4292458.219700001180172,796.000000000000000
797,7,13377256.270799998193979,4292482.045199997723103,797.000000000000000
798,7,13377211.203499998897314,4292497.616099998354912,798.000000000000000
799,7,13377055.137499999254942,4292553.836000002920628,799.000000000000000
800,7,13377267.608600001782179,4292300.857299998402596,800.000000000000000
801,7,13377176.326099999248981,4292370.623899996280670,801.000000000000000
802,7,13377034.268199998885393,4292580.276799999177456,802.000000000000000
803,7,13377105.327500000596046,4292569.274800002574921,803.000000000000000
804,7,13377177.771999999880791,4292452.800200000405312,804.000000000000000
805,7,13377233.690999999642372,4292344.962800003588200,805.000000000000000
806,7,13377013.640099998563528,4292588.147500000894070,806.000000000000000
807,7,13377112.775100000202656,4292538.388199999928474,807.000000000000000
808,7,13377329.929299999028444,4292354.464299999177456,808.000000000000000
809,7,13377125.532099999487400,4292421.414599999785423,809.000000000000000
810,7,13377278.696400001645088,4292383.984899997711182,810.000000000000000
811,7,13377140.668699998408556,4292673.626199997961521,811.000000000000000
812,7,13377223.719300001859665,4292297.525600001215935,812.000000000000000
813,7,13377262.694699998944998,4292470.055799998342991,813.000000000000000
814,7,13377121.768100000917912,4292599.738300003111362,814.000000000000000
815,7,13377201.833000000566244,4292444.264799997210503,815.000000000000000
816,7,13377034.102299999445677,4292562.175200000405312,816.000000000000000
817,7,13377156.061200000345707,4292633.523500002920628,817.000000000000000
818,7,13377274.134799998253584,4292333.408200003206730,818.000000000000000
819,7,13377150.098700001835823,4292522.496200002729893,819.000000000000000
820,7,13377058.411600001156330,4292506.704700000584126,820.000000000000000
821,7,13377061.676399998366833,4292660.774400003254414,821.000000000000000
822,7,13377164.338100001215935,4292495.659599997103214,822.000000000000000
823,7,13377267.773200001567602,4292315.354800000786781,823.000000000000000
824,7,13377197.946800000965595,4292378.529299996793270,824.000000000000000
825,7,13377114.593199998140335,4292615.515900000929832,825.000000000000000
826,7,13377051.359900001436472,4292515.191399998962879,826.000000000000000
827,7,13377104.208999998867512,4292531.464000001549721,827.000000000000000
828,7,13377201.682300001382828,4292596.400200001895428,828.000000000000000
829,7,13377250.578000001609325,4292364.604400001466274,829.000000000000000
830,7,13377077.380899999290705,4292641.333400003612041,830.000000000000000
831,7,13377258.409600000828505,4292503.178599998354912,831.000000000000000
832,8,13376833.616700001060963,4292453.316899999976158,832.000000000000000
833,8,13377046.071800000965595,4292247.104299999773502,833.000000000000000
834,8,13377075.734700001776218,4292147.765900000929832,834.000000000000000
835,8,13377073.416099999099970,4292199.772799998521805,835.000000000000000
836,8,13376990.824099998921156,4292380.567000001668930,836.000000000000000
837,8,13376883.295099999755621,4292373.077699996531010,837.000000000000000
838,8,13376927.650899998843670,4292270.506700001657009,838.000000000000000
839,8,13377005.510600000619888,4292380.057099997997284,839.000000000000000
840,8,13377021.539900001138449,4292328.294100001454353,840.000000000000000
841,8,13376841.606199998408556,4292377.352099999785423,841.000000000000000
842,8,13376965.222800001502037,4292203.543200001120567,842.000000000000000
843,8,13376925.780900001525879,4292389.296899996697903,843.000000000000000
844,8,13376966.117300000041723,4292081.669299997389317,844.000000000000000
845,8,13377094.616099998354912,4292187.380199998617172,845.000000000000000
846,8,13376802.076299998909235,4292442.217100001871586,846.000000000000000
847,8,13376971.185300000011921,4292170.097599998116493,847.000000000000000
848,8,13376911.816500000655651,4292447.751100003719330,848.000000000000000
849,8,13376857.721000000834465,4292527.621899999678135,849.000000000000000
850,8,13376987.470100000500679,4292422.059600003063679,850.000000000000000
851,8,13377065.456900000572205,4292257.541599996387959,851.000000000000000
852,8,13376897.338799998164177,4292211.729999996721745,852.000000000000000
853,8,13376856.440699998289347,4292367.439999997615814,853.000000000000000
854,8,13377054.151500001549721,4292289.132100000977516,854.000000000000000
855,8,13376836.356100000441074,4292349.381800003349781,855.000000000000000
856,8,13376998.067400000989437,4292100.766400001943111,856.000000000000000
857,8,13377026.154199998825788,4292222.008599996566772,857.000000000000000
858,8,13377085.397500000894070,4292216.833300001919270,858.000000000000000
859,8,13377045.723299998790026,4292172.622100003063679,859.000000000000000
860,8,13377012.073699999600649,4292278.623199999332428,860.000000000000000
861,8,13376908.181299999356270,4292401.822800002992153,861.000000000000000
862,8,13377067.512200001627207,4292273.525399997830391,862.000000000000000
863,8,13376865.840500000864267,4292485.789099998772144,863.000000000000000
864,8,13376989.760899998247623,4292122.480599999427795,864.000000000000000
865,8,13376971.666299998760223,4292440.685199998319149,865.000000000000000
866,8,13376941.699000000953674,4292264.703400000929832,866.000000000000000
867,8,13376895.559300001710653,4292285.023100003600121,867.000000000000000
868,8,13376869.911200001835823,4292368.463299997150898,868.000000000000000
869,8,13377034.104899998754263,4292260.523999996483326,869.000000000000000
870,8,13376992.162700001150370,4292431.820799998939037,870.000000000000000
871,8,13376969.074200000613928,4292307.061800003051758,871.000000000000000
872,8,13376847.319299999624491,4292520.825999997556210,872.000000000000000
873,8,13376955.621399998664856,4292192.474600002169609,873.000000000000000
874,8,13376856.963100001215935,4292387.625699996948242,874.000000000000000
875,8,13377019.558499999344349,4292363.203100003302097,875.000000000000000
876,8,13376968.251099999994040,4292273.496399998664856,876.000000000000000
877,8,13376921.779899999499321,4292213.646399997174740,877.000000000000000
878,8,13376900.668699998408556,4292336.381399996578693,878.000000000000000
879,8,13376927.933699999004602,4292338.757600001990795,879.000000000000000
880,8,13376891.977499999105930,4292239.596000000834465,880.000000000000000
881,8,13377004.342700000852346,4292220.009099997580051,881.000000000000000
882,8,13376875.716099999845028,4292522.493000000715256,882.000000000000000
883,8,13376901.470600001513958,4292260.843900002539158,883.000000000000000
884,8,13376904.592999998480082,4292501.957299999892712,884.000000000000000
885,8,13376940.944899998605251,4292190.839800000190735,885.000000000000000
886,8,13377052.201000001281500,4292189.040399998426437,886.000000000000000
887,8,13376900.904500000178814,4292374.131800003349781,887.000000000000000
888,8,13376941.402300000190735,4292130.489799998700619,888.000000000000000
889,8,13376971.456199999898672,4292456.121399998664856,889.000000000000000
890,8,13376899.146400000900030,4292584.465000003576279,890.000000000000000
891,8,13377004.959699999541044,4292339.823100000619888,891.000000000000000
892,8,13376853.235599998384714,4292425.959299996495247,892.000000000000000
893,8,13376942.278599999845028,4292314.964400000870228,893.000000000000000
894,8,13376875.482799999415874,4292303.658900000154972,894.000000000000000
895,8,13376956.524300001561642,4292148.714900001883507,895.000000000000000
896,8,13376918.209199998527765,4292399.917999997735023,896.000000000000000
897,8,13376977.414400000125170,4292209.822599999606609,897.000000000000000
898,8,13377026.436000000685453,4292354.597199998795986,898.000000000000000
899,8,13377045.851100001484156,4292126.522500000894070,899.000000000000000
900,8,13376935.217999998480082,4292508.284800000488758,900.000000000000000
901,8,13376852.661699999123812,4292474.843400001525879,901.000000000000000
902,8,13376863.748500000685453,4292441.221600003540516,902.000000000000000
903,8,13376938.931099999696016,4292524.297899998724461,903.000000000000000
904,8,13376998.483300000429153,4292177.427599996328354,904.000000000000000
905,8,13376916.454799998551607,4292462.494099996984005,905.000000000000000
906,8,13376975.885499998927116,4292133.927400000393391,906.000000000000000
907,8,13376986.365899998694658,4292141.956200003623962,907.000000000000000
908,8,13376898.196600001305342,4292405.310999996960163,908.000000000000000
909,8,13376897.948399998247623,4292423.623599998652935,909.000000000000000
910,8,13377005.031199999153614,4292166.255699999630451,910.000000000000000
911,8,13376890.041799999773502,4292437.582800000905991,911.000000000000000
912,8,13377020.399000000208616,4292122.093299999833107,912.000000000000000
913,8,13376932.362700000405312,4292429.255300000309944,913.000000000000000
914,8,13376888.779699999839067,4292524.110500000417233,914.000000000000000
915,8,13376916.541900001466274,4292333.125000000000000,915.000000000000000
916,8,13376825.280299998819828,4292392.841200001537800,916.000000000000000
917,8,13376866.178500000387430,4292395.269199997186661,917.000000000000000
918,8,13376898.355399999767542,4292557.034000001847744,918.000000000000000
919,8,13376997.433299999684095,4292247.610500000417233,919.000000000000000
920,8,13376963.704100001603365,4292234.649300001561642,920.000000000000000
921,8,13377005.262899998575449,4292357.652999997138977,921.000000000000000
922,8,13376888.349800001829863,4292540.830799996852875,922.000000000000000
923,8,13376802.417300000786781,4292505.296700000762939,923.000000000000000
924,8,13377029.716699998825788,4292276.594499997794628,924.000000000000000
925,8,13377004.455099999904633,4292397.359399996697903,925.000000000000000
926,8,13376913.651000000536442,4292347.741400003433228,926.000000000000000
927,8,13376969.122600000351667,4292142.629199996590614,927.000000000000000
928,8,13376895.782000001519918,4292227.853600002825260,928.000000000000000
929,8,13376898.458700001239777,4292308.127400003373623,929.000000000000000
930,8,13376979.157099999487400,4292430.421899996697903,930.000000000000000
931,8,13376818.382699999958277,4292436.517200000584126,931.000000000000000
932,8,13376885.842700000852346,4292261.002800002694130,932.000000000000000
933,8,13377017.821800000965595,4292186.157399997115135,933.000000000000000
934,8,13376878.318399999290705,4292345.247100003063679,934.000000000000000
935,8,13376864.550599999725819,4292333.619000002741814,935.000000000000000
936,8,13376947.967799998819828,4292218.137900002300739,936.000000000000000
937,8,13376980.684000000357628,4292080.962800003588200,937.000000000000000
938,8,13376949.542300000786781,4292483.192400000989437,938.000000000000000
939,8,13376886.082499999552965,4292399.318599998950958,939.000000000000000
940,8,13376882.758999999612570,4292488.694499999284744,940.000000000000000
941,8,13376924.840599998831749,4292369.274099998176098,941.000000000000000
942,8,13377013.287700001150370,4292249.407300002872944,942.000000000000000
943,8,13376909.504599999636412,4292281.881999999284744,943.000000000000000
944,8,13376885.034299999475479,4292427.915600001811981,944.000000000000000
945,8,13377035.671700000762939,4292210.848700001835823,945.000000000000000
946,8,13376931.243799999356270,4292228.167000003159046,946.000000000000000
947,8,13376888.634599998593330,4292551.782499998807907,947.000000000000000
948,8,13376930.395199999213219,4292248.931999996304512,948.000000000000000
949,8,13377028.562500000000000,4292151.109099999070168,949.000000000000000
950,8,13376890.813099998980761,4292506.636100001633167,950.000000000000000
951,8,13376871.664999999105930,4292477.111699998378754,951.000000000000000
952,8,13377038.175999999046326,4292226.821299999952316,952.000000000000000
953,8,13376930.167100001126528,4292554.791599996387959,953.000000000000000
954,8,13376922.675599999725819,4292499.508799999952316,954.000000000000000
955,8,13376857.703299999237061,4292402.589400000870228,955.000000000000000
956,8,13376850.951799999922514,4292507.436099998652935,956.000000000000000
957,8,13376999.568599998950958,4292315.536300003528595,957.000000000000000
958,8,13376988.550200000405312,4292194.185000002384186,958.000000000000000
959,8,13376904.621100001037121,4292459.187299996614456,959.000000000000000
960,8,13376948.975900001823902,4292367.246799997985363,960.000000000000000
961,8,13376938.373799998313189,4292465.411200001835823,961.000000000000000
962,8,13377042.103999998420477,4292321.163500003516674,962.000000000000000
963,8,13376947.194800000637770,4292425.879600003361702,963.000000000000000
964,8,13376867.352400001138449,4292297.450999997556210,964.000000000000000
965,8,13376860.855500001460314,4292416.083800002932549,965.000000000000000
966,8,13377091.642400000244379,4292166.481600001454353,966.000000000000000
967,8,13376953.303800001740456,4292301.584899999201298,967.000000000000000
968,8,13376949.072799999266863,4292235.009599998593330,968.000000000000000
969,8,13377036.503600001335144,4292296.402199998497963,969.000000000000000
970,8,13377019.920000001788139,4292240.438799999654293,970.000000000000000
971,8,13377051.535399999469519,4292229.212700001895428,971.000000000000000
972,8,13376854.261199999600649,4292341.708099998533726,972.000000000000000
973,8,13376967.840900000184774,4292386.972699999809265,973.000000000000000
974,8,13376899.075399998575449,4292567.894299998879433,974.000000000000000
975,8,13376908.180799998342991,4292180.567400000989437,975.000000000000000
976,8,13376838.329700000584126,4292505.403700001537800,976.000000000000000
977,8,13376962.925299998372793,4292247.216799996793270,977.000000000000000
978,8,13376854.775199998170137,4292544.677500002086163,978.000000000000000
979,8,13376965.738200001418591,4292467.869999997317791,979.000000000000000
980,8,13376884.731100000441074,4292294.622699998319149,980.000000000000000
981,8,13377028.985899999737740,4292235.373899996280670,981.000000000000000
982,8,13376987.662399999797344,4292219.102700002491474,982.000000000000000
983,8,13377095.685800001025200,4292199.626900002360344,983.000000000000000
984,8,13376899.343199998140335,4292296.715499997138977,984.000000000000000
985,8,13376927.210099998861551,4292565.881899997591972,985.000000000000000
986,8,13376999.569800000637770,4292417.844700001180172,986.000000000000000
987,8,13376955.698100000619888,4292383.158500000834465,987.000000000000000
988,8,13376928.724199999123812,4292137.439599998295307,988.000000000000000
989,8,13376928.043200001120567,4292516.861299999058247,989.000000000000000
990,8,13376937.447700001299381,4292367.373599998652935,990.000000000000000
991,8,13376920.352499999105930,4292312.549599997699261,991.000000000000000
992,8,13376960.166999999433756,4292413.424999997019768,992.000000000000000
993,8,13376865.103799998760223,4292515.282700002193451,993.000000000000000
994,8,13376924.653099998831749,4292155.533399999141693,994.000000000000000
995,8,13377016.163400001823902,4292173.529200002551079,995.000000000000000
996,8,13376825.995999999344349,4292483.613300003111362,996.000000000000000
997,8,13377016.347199998795986,4292302.984999999403954,997.000000000000000
998,8,13376943.319400001317263,4292149.410599999129772,998.000000000000000
999,8,13376923.081900000572205,4292176.545000001788139,999.000000000000000
1000,8,13376842.216699998825788,4292395.675999999046326,1000.000000000000000
1001,8,13377015.875000000000000,4292377.435300000011921,1001.000000000000000
1002,8,13376977.474599998444319,4292414.562899999320507,1002.000000000000000
1003,8,13377021.592399999499321,4292197.454999998211861,1003.000000000000000
1004,8,13376882.278000000864267,4292500.853299997746944,1004.000000000000000
1005,8,13376935.712400000542402,4292356.329800002276897,1005.000000000000000
1006,8,13376928.578999999910593,4292460.791400000452995,1006.000000000000000
1007,8,13376912.203299999237061,4292422.427500002086163,1007.000000000000000
1008,8,13376850.227400001138449,4292359.460299998521805,1008.000000000000000
1009,8,13376951.289999999105930,4292119.791799999773502,1009.000000000000000
1010,8,13377035.353100001811981,4292198.008500002324581,1010.000000000000000
1011,8,13376833.044399999082088,4292425.818400003015995,1011.000000000000000
1012,8,13376949.102000001817942,4292138.152900002896786,1012.000000000000000
1013,8,13377003.476900000125170,4292145.905199997127056,1013.000000000000000
1014,8,13376967.435300000011921,4292485.193800002336502,1014.000000000000000
1015,8,13376873.851500000804663,4292286.416699998080730,1015.000000000000000
1016,8,13376950.295200001448393,4292497.353000000119209,1016.000000000000000
1017,8,13376920.754500001668930,4292575.807400003075600,1017.000000000000000
1018,8,13376984.677999999374151,4292255.154399998486042,1018.000000000000000
1019,8,13376956.782800000160933,4292461.346500001847744,1019.000000000000000
1020,8,13376932.975400000810623,4292168.488799996674061,1020.000000000000000
1021,8,13377020.395599998533726,4292164.072700001299381,1021.000000000000000
1022,8,13376930.854899998754263,4292442.072200000286102,1022.000000000000000
1023,8,13376923.854899998754263,4292198.890900000929832,1023.000000000000000
1024,8,13376946.381599999964237,4292457.083599999547005,1024.000000000000000
1025,8,13376966.572099998593330,4292372.538999997079372,1025.000000000000000
1026,8,13376984.861099999397993,4292229.670500002801418,1026.000000000000000
1027,8,13376889.344200000166893,4292480.328400000929832,1027.000000000000000
1028,8,13376977.703999999910593,4292300.043200001120567,1028.000000000000000
1029,8,13376851.863499999046326,4292444.564000003039837,1029.000000000000000
1030,8,13376979.461899999529123,4292319.614200003445148,1030.000000000000000
1031,8,13377062.024999998509884,4292208.113300003111362,1031.000000000000000
1032,8,13377075.914500001817942,4292244.362000003457069,1032.000000000000000
1033,8,13376900.494399998337030,4292346.417700000107288,1033.000000000000000
1034,8,13376862.304999999701977,4292287.325000002980232,1034.000000000000000
1035,8,13376987.513199999928474,4292400.943700000643730,1035.000000000000000
1036,8,13376993.269099999219179,4292283.172700002789497,1036.000000000000000
1037,8,13376939.586500000208616,4292336.161399997770786,1037.000000000000000
1038,8,13376991.331999998539686,4292157.784000001847744,1038.000000000000000
1039,8,13377013.637600000947714,4292105.760499998927116,1039.000000000000000
1040,8,13376896.286499999463558,4292447.154399998486042,1040.000000000000000
1041,8,13376956.165399998426437,4292285.593999996781349,1041.000000000000000
1042,8,13376966.236099999397993,4292331.284299999475479,1042.000000000000000
1043,8,13376898.646400000900030,4292319.760099999606609,1043.000000000000000
1044,8,13377076.772300001233816,4292178.413699999451637,1044.000000000000000
1045,8,13376969.180300001055002,4292318.840700000524521,1045.000000000000000
1046,8,13376861.658300001174212,4292501.602099999785423,1046.000000000000000
1047,8,13376932.965300001204014,4292486.646099999547005,1047.000000000000000
1048,8,13376845.342199999839067,4292467.545900002121925,1048.000000000000000
1049,8,13376949.329900000244379,4292404.145800001919270,1049.000000000000000
1050,8,13376900.672699999064207,4292273.162600003182888,1050.000000000000000
1051,8,13376887.138599999248981,4292278.429899998009205,1051.000000000000000
1052,8,13376873.365200001746416,4292326.495600000023842,1052.000000000000000
1053,8,13376845.874899998307228,4292491.052400000393391,1053.000000000000000
1054,8,13377002.030200000852346,4292269.613300003111362,1054.000000000000000
1055,8,13376994.590599998831749,4292327.093999996781349,1055.000000000000000
1056,8,13376911.396999999880791,4292549.147399999201298,1056.000000000000000
1057,8,13376870.252700001001358,4292454.125100001692772,1057.000000000000000
1058,8,13376951.914999999105930,4292328.431400001049042,1058.000000000000000
1059,8,13376955.774399999529123,4292072.394500002264977,1059.000000000000000
1060,8,13376874.243900001049042,4292534.553999997675419,1060.000000000000000
1061,8,13376934.754900000989437,4292201.207999996840954,1061.000000000000000
1062,8,13376876.572399999946356,4292389.120700001716614,1062.000000000000000
1063,8,13376982.364500001072884,4292355.329199999570847,1063.000000000000000
1064,8,13376819.282600000500679,4292505.251900002360344,1064.000000000000000
1065,8,13376944.295000001788139,4292112.199000000953674,1065.000000000000000
1066,8,13376893.617699999362230,4292362.110399998724461,1066.000000000000000
1067,8,13376904.120999999344349,4292436.193400003015995,1067.000000000000000
1068,8,13377074.143699999898672,4292161.208400003612041,1068.000000000000000
1069,8,13377081.982400000095367,4292169.218000002205372,1069.000000000000000
1070,8,13376987.020399998873472,4292341.804099999368191,1070.000000000000000
1071,8,13377031.664599999785423,4292315.266800001263618,1071.000000000000000
1072,8,13376903.379999998956919,4292539.516699999570847,1072.000000000000000
1073,8,13376918.653099998831749,4292558.147399999201298,1073.000000000000000
1074,8,13376812.706500001251698,4292454.203800000250340,1074.000000000000000
1075,8,13376977.847699999809265,4292283.840000003576279,1075.000000000000000
1076,8,13376959.912099998444319,4292100.669900000095367,1076.000000000000000
1077,8,13376907.903099998831749,4292210.725900001823902,1077.000000000000000
1078,8,13377011.464200001209974,4292200.551500000059605,1078.000000000000000
1079,8,13376950.335299998521805,4292347.714800000190735,1079.000000000000000
1080,8,13376983.589999999850988,4292184.145700000226498,1080.000000000000000
1081,8,13376937.610199999064207,4292305.192699998617172,1081.000000000000000
1082,8,13376920.749299999326468,4292296.802000001072884,1082.000000000000000
1083,8,13376980.492600001394749,4292369.087200000882149,1083.000000000000000
1084,8,13376902.701900001615286,4292237.667900003492832,1084.000000000000000
1085,8,13376880.768699999898672,4292511.475100003182888,1085.000000000000000
1086,8,13376814.282900001853704,4292402.941699996590614,1086.000000000000000
1087,8,13377048.192400000989437,4292204.912000000476837,1087.000000000000000
1088,8,13376887.290199998766184,4292457.412699997425079,1088.000000000000000
1089,8,13376971.543699998408556,4292099.434900000691414,1089.000000000000000
1090,8,13376942.738899998366833,4292276.781999997794628,1090.000000000000000
1091,8,13376982.834100000560284,4292273.582099996507168,1091.000000000000000
1092,8,13377006.656800001859665,4292129.534800000488758,1092.000000000000000
1093,8,13376971.610599998384714,4292158.168799996376038,1093.000000000000000
1094,8,13376833.914200000464916,4292494.447400003671646,1094.000000000000000
1095,8,13376973.451600000262260,4292242.294900000095367,1095.000000000000000
1096,8,13376934.399500001221895,4292117.140199996531010,1096.000000000000000
1097,8,13376935.885400000959635,4292402.828699998557568,1097.000000000000000
1098,8,13377070.693500000983477,4292186.781199999153614,1098.000000000000000
1099,8,13376801.424699999392033,4292478.369199998676777,1099.000000000000000
1100,8,13376816.730700001120567,4292419.502899996936321,1100.000000000000000
1101,8,13376955.635999999940395,4292206.791599996387959,1101.000000000000000
1102,8,13376787.041799999773502,4292463.788699999451637,1102.000000000000000
1103,8,13376872.759100001305342,4292356.985500000417233,1103.000000000000000
1104,8,13376965.972600001841784,4292344.599100001156330,1104.000000000000000
1105,8,13376878.492199998348951,4292440.013499997556210,1105.000000000000000
1106,8,13376835.603799998760223,4292518.345899999141693,1106.000000000000000
1107,8,13376937.193300001323223,4292216.045999996364117,1107.000000000000000
1108,8,13376952.159400001168251,4292159.920000001788139,1108.000000000000000
1109,8,13376877.605900000780821,4292464.852600000798702,1109.000000000000000
1110,8,13376981.514600001275539,4292101.353399999439716,1110.000000000000000
1111,8,13377100.588899999856949,4292177.548799999058247,1111.000000000000000
1112,8,13376830.090599998831749,4292464.012999996542931,1112.000000000000000
1113,8,13376961.265900000929832,4292435.977899998426437,1113.000000000000000
1114,8,13377035.918299999088049,4292180.561700001358986,1114.000000000000000
1115,8,13376891.932999998331070,4292385.753899998962879,1115.000000000000000
1116,8,13377044.176500000059605,4292280.350199997425079,1116.000000000000000
1117,8,13376877.488200001418591,4292565.630400002002716,1117.000000000000000
1118,8,13376959.669799998402596,4292356.975299999117851,1118.000000000000000
1119,8,13377040.759500000625849,4292148.793899998068810,1119.000000000000000
1120,8,13376941.977000001817942,4292443.539899997413158,1120.000000000000000
1121,8,13377025.969399999827147,4292138.810099996626377,1121.000000000000000
1122,8,13376971.353500001132488,4292072.013999998569489,1122.000000000000000
1123,8,13376921.709600001573563,4292232.018600001931190,1123.000000000000000
1124,8,13377003.684399999678135,4292300.439199998974800,1124.000000000000000
1125,8,13377040.125399999320507,4292134.934799998998642,1125.000000000000000
1126,8,13376946.756499998271465,4292101.622100003063679,1126.000000000000000
1127,8,13377070.149999998509884,4292225.331200003623962,1127.000000000000000
1128,8,13376913.540699999779463,4292369.117799997329712,1128.000000000000000
1129,8,13377084.327399998903275,4292192.939099997282028,1129.000000000000000
1130,8,13376920.518899999558926,4292357.164700001478195,1130.000000000000000
1131,8,13376994.413699999451637,4292235.523999996483326,1131.000000000000000
1132,8,13376959.679800000041723,4292181.665600001811981,1132.000000000000000
1133,8,13376864.294199999421835,4292346.807999998331070,1133.000000000000000
1134,8,13376957.840399999171495,4292318.513800002634525,1134.000000000000000
1135,8,13376959.976100001484156,4292114.747599996626377,1135.000000000000000
1136,8,13377059.847399998456240,4292173.713500000536442,1136.000000000000000
1137,8,13376966.877199999988079,4292215.926399998366833,1137.000000000000000
1138,8,13376894.343499999493361,4292495.079199999570847,1138.000000000000000
1139,8,13376930.406199999153614,4292280.448200002312660,1139.000000000000000
1140,8,13376955.670200001448393,4292089.608099997043610,1140.000000000000000
1141,8,13376976.164999999105930,4292338.283600002527237,1141.000000000000000
1142,8,13376962.971099998801947,4292133.743199996650219,1142.000000000000000
1143,8,13376904.694299999624491,4292524.735899999737740,1143.000000000000000
1144,8,13377005.034699998795986,4292368.998599998652935,1144.000000000000000
1145,8,13376951.190200001001358,4292437.776100002229214,1145.000000000000000
1146,8,13376779.159899998456240,4292481.816100001335144,1146.000000000000000
1147,8,13376980.766199998557568,4292448.403800003230572,1147.000000000000000
1148,8,13376869.932300001382828,4292558.254000000655651,1148.000000000000000
1149,8,13376976.044500000774860,4292398.399899996817112,1149.000000000000000
1150,8,13377032.438499998301268,4292123.852099999785423,1150.000000000000000
1151,8,13377064.863200001418591,4292245.040600001811981,1151.000000000000000
1152,8,13376996.380300000309944,4292349.303000003099442,1152.000000000000000
1153,8,13376980.516300000250340,4292164.510799996554852,1153.000000000000000
1154,8,13376887.331900000572205,4292325.675800003111362,1154.000000000000000
1155,8,13377013.282400000840425,4292265.287199996411800,1155.000000000000000
1156,8,13376911.870400000363588,4292264.981600001454353,1156.000000000000000
1157,8,13377007.310199998319149,4292290.243799999356270,1157.000000000000000
1158,8,13377052.764499999582767,4292218.534900002181530,1158.000000000000000
1159,8,13377059.102200001478195,4292135.091300003230572,1159.000000000000000
1160,8,13376920.314699999988079,4292527.318800002336502,1160.000000000000000
1161,8,13376855.079700000584126,4292323.090400002896786,1161.000000000000000
1162,8,13376897.129900000989437,4292251.834200002253056,1162.000000000000000
1163,8,13376958.083900000900030,4292445.934600003063679,1163.000000000000000
1164,8,13377038.631000000983477,4292306.345600001513958,1164.000000000000000
1165,8,13376833.821400001645088,4292441.695799998939037,1165.000000000000000
1166,8,13376960.508200000971556,4292062.709799997508526,1166.000000000000000
1167,8,13376837.999299999326468,4292477.694099999964237,1167.000000000000000
1168,8,13377048.808600001037121,4292299.139600001275539,1168.000000000000000
1169,8,13376977.532600000500679,4292114.371799997985363,1169.000000000000000
1170,8,13377044.821400001645088,4292260.354099996387959,1170.000000000000000
